country_name,country_code,year,death_rate_per_1000
Afghanistan,AFG,2016,7.32
Afghanistan,AFG,2017,7.315
Afghanistan,AFG,2018,7.271
Afghanistan,AFG,2019,7.064
Afghanistan,AFG,2020,7.565
Afghanistan,AFG,2021,8.002
Afghanistan,AFG,2022,5.993
Afghanistan,AFG,2023,5.797
Afghanistan,AFG,2024,5.702
Albania,ALB,2016,7.288
Albania,ALB,2017,7.373
Albania,ALB,2018,7.375
Albania,ALB,2019,7.473
Albania,ALB,2020,9.08
Albania,ALB,2021,10.262
Albania,ALB,2022,8.709
Albania,ALB,2023,8.332
Albania,ALB,2024,8.457
Algeria,DZA,2016,4.647
Algeria,DZA,2017,4.66
Algeria,DZA,2018,4.667
Algeria,DZA,2019,4.681
Algeria,DZA,2020,5.988
Algeria,DZA,2021,4.96
Algeria,DZA,2022,4.602
Algeria,DZA,2023,4.641
Algeria,DZA,2024,4.618
American Samoa,ASM,2016,5.75
American Samoa,ASM,2017,5.846
American Samoa,ASM,2018,6.011
American Samoa,ASM,2019,6.191
American Samoa,ASM,2020,6.35
American Samoa,ASM,2021,6.583
American Samoa,ASM,2022,6.815
American Samoa,ASM,2023,7.021
American Samoa,ASM,2024,7.293
Andorra,AND,2016,5.412
Andorra,AND,2017,5.436
Andorra,AND,2018,5.48
Andorra,AND,2019,5.56
Andorra,AND,2020,8.285
Andorra,AND,2021,6.983
Andorra,AND,2022,5.948
Andorra,AND,2023,6.076
Andorra,AND,2024,6.139
Angola,AGO,2016,8.476
Angola,AGO,2017,8.192
Angola,AGO,2018,7.928
Angola,AGO,2019,7.701
Angola,AGO,2020,7.628
Angola,AGO,2021,7.619
Angola,AGO,2022,7.097
Angola,AGO,2023,6.925
Angola,AGO,2024,6.84
Antigua and Barbuda,ATG,2016,6.142
Antigua and Barbuda,ATG,2017,6.228
Antigua and Barbuda,ATG,2018,6.312
Antigua and Barbuda,ATG,2019,6.448
Antigua and Barbuda,ATG,2020,6.605
Antigua and Barbuda,ATG,2021,6.806
Antigua and Barbuda,ATG,2022,6.771
Antigua and Barbuda,ATG,2023,6.893
Antigua and Barbuda,ATG,2024,7.028
Argentina,ARG,2016,7.865
Argentina,ARG,2017,7.682
Argentina,ARG,2018,7.583
Argentina,ARG,2019,7.676
Argentina,ARG,2020,8.45
Argentina,ARG,2021,9.725
Argentina,ARG,2022,8.797
Argentina,ARG,2023,7.668
Argentina,ARG,2024,7.732
Armenia,ARM,2016,9.4
Armenia,ARM,2017,9.1
Armenia,ARM,2018,8.7
Armenia,ARM,2019,8.8
Armenia,ARM,2020,12.2
Armenia,ARM,2021,11.6
Armenia,ARM,2022,9.0
Armenia,ARM,2023,8.2
Armenia,ARM,2024,8.4
Aruba,ABW,2016,7.257
Aruba,ABW,2017,6.594
Aruba,ABW,2018,6.703
Aruba,ABW,2019,6.145
Aruba,ABW,2020,6.842
Aruba,ABW,2021,8.951
Aruba,ABW,2022,8.191
Aruba,ABW,2023,7.582
Aruba,ABW,2024,7.778
Australia,AUS,2016,6.6
Australia,AUS,2017,6.5
Australia,AUS,2018,6.3
Australia,AUS,2019,6.7
Australia,AUS,2020,6.3
Australia,AUS,2021,6.7
Australia,AUS,2022,7.3
Australia,AUS,2023,6.875
Australia,AUS,2024,6.884
Austria,AUT,2016,9.2
Austria,AUT,2017,9.5
Austria,AUT,2018,9.5
Austria,AUT,2019,9.4
Austria,AUT,2020,10.3
Austria,AUT,2021,10.3
Austria,AUT,2022,10.3
Austria,AUT,2023,9.8
Austria,AUT,2024,9.6
Azerbaijan,AZE,2016,5.8
Azerbaijan,AZE,2017,5.8
Azerbaijan,AZE,2018,5.8
Azerbaijan,AZE,2019,5.6
Azerbaijan,AZE,2020,7.5
Azerbaijan,AZE,2021,7.6
Azerbaijan,AZE,2022,6.0
Azerbaijan,AZE,2023,5.9
Azerbaijan,AZE,2024,5.8
"Bahamas, The",BHS,2016,7.94
"Bahamas, The",BHS,2017,8.12
"Bahamas, The",BHS,2018,8.276
"Bahamas, The",BHS,2019,9.321
"Bahamas, The",BHS,2020,9.523
"Bahamas, The",BHS,2021,11.259
"Bahamas, The",BHS,2022,8.558
"Bahamas, The",BHS,2023,8.713
"Bahamas, The",BHS,2024,8.77
Bahrain,BHR,2016,1.983
Bahrain,BHR,2017,1.987
Bahrain,BHR,2018,2.035
Bahrain,BHR,2019,2.104
Bahrain,BHR,2020,2.586
Bahrain,BHR,2021,2.804
Bahrain,BHR,2022,2.094
Bahrain,BHR,2023,2.089
Bahrain,BHR,2024,2.21
Bangladesh,BGD,2016,5.575
Bangladesh,BGD,2017,5.512
Bangladesh,BGD,2018,5.442
Bangladesh,BGD,2019,5.372
Bangladesh,BGD,2020,6.126
Bangladesh,BGD,2021,6.317
Bangladesh,BGD,2022,5.037
Bangladesh,BGD,2023,5.01
Bangladesh,BGD,2024,5.105
Barbados,BRB,2016,9.36
Barbados,BRB,2017,9.427
Barbados,BRB,2018,9.459
Barbados,BRB,2019,9.517
Barbados,BRB,2020,9.548
Barbados,BRB,2021,9.817
Barbados,BRB,2022,11.097
Barbados,BRB,2023,10.613
Barbados,BRB,2024,10.23
Belarus,BLR,2016,12.6
Belarus,BLR,2017,12.6
Belarus,BLR,2018,12.7
Belarus,BLR,2019,12.8
Belarus,BLR,2020,15.784
Belarus,BLR,2021,15.839
Belarus,BLR,2022,13.246
Belarus,BLR,2023,13.338
Belarus,BLR,2024,13.136
Belgium,BEL,2016,9.5
Belgium,BEL,2017,9.6
Belgium,BEL,2018,9.7
Belgium,BEL,2019,9.5
Belgium,BEL,2020,11.0
Belgium,BEL,2021,9.7
Belgium,BEL,2022,10.0
Belgium,BEL,2023,9.4
Belgium,BEL,2024,9.5
Belize,BLZ,2016,5.113
Belize,BLZ,2017,5.094
Belize,BLZ,2018,5.07
Belize,BLZ,2019,5.04
Belize,BLZ,2020,5.576
Belize,BLZ,2021,5.95
Belize,BLZ,2022,5.409
Belize,BLZ,2023,4.925
Belize,BLZ,2024,4.96
Benin,BEN,2016,9.783
Benin,BEN,2017,9.62
Benin,BEN,2018,9.477
Benin,BEN,2019,9.335
Benin,BEN,2020,9.17
Benin,BEN,2021,9.349
Benin,BEN,2022,8.948
Benin,BEN,2023,8.797
Benin,BEN,2024,8.71
Bermuda,BMU,2016,8.62
Bermuda,BMU,2017,8.691
Bermuda,BMU,2018,8.689
Bermuda,BMU,2019,8.705
Bermuda,BMU,2020,8.755
Bermuda,BMU,2021,8.762
Bermuda,BMU,2022,8.772
Bermuda,BMU,2023,8.858
Bermuda,BMU,2024,9.004
Bhutan,BTN,2016,6.568
Bhutan,BTN,2017,6.643
Bhutan,BTN,2018,6.48
Bhutan,BTN,2019,6.35
Bhutan,BTN,2020,6.275
Bhutan,BTN,2021,6.234
Bhutan,BTN,2022,6.143
Bhutan,BTN,2023,6.11
Bhutan,BTN,2024,6.065
Bolivia,BOL,2016,7.614
Bolivia,BOL,2017,7.591
Bolivia,BOL,2018,7.561
Bolivia,BOL,2019,7.555
Bolivia,BOL,2020,10.836
Bolivia,BOL,2021,11.791
Bolivia,BOL,2022,7.681
Bolivia,BOL,2023,7.172
Bolivia,BOL,2024,7.172
Bosnia and Herzegovina,BIH,2016,12.228
Bosnia and Herzegovina,BIH,2017,12.304
Bosnia and Herzegovina,BIH,2018,11.98
Bosnia and Herzegovina,BIH,2019,13.102
Bosnia and Herzegovina,BIH,2020,15.173
Bosnia and Herzegovina,BIH,2021,18.387
Bosnia and Herzegovina,BIH,2022,14.05
Bosnia and Herzegovina,BIH,2023,13.457
Bosnia and Herzegovina,BIH,2024,13.522
Botswana,BWA,2016,7.463
Botswana,BWA,2017,7.035
Botswana,BWA,2018,6.685
Botswana,BWA,2019,6.408
Botswana,BWA,2020,6.254
Botswana,BWA,2021,8.393
Botswana,BWA,2022,5.826
Botswana,BWA,2023,5.724
Botswana,BWA,2024,5.738
Brazil,BRA,2016,6.226
Brazil,BRA,2017,6.256
Brazil,BRA,2018,6.337
Brazil,BRA,2019,6.452
Brazil,BRA,2020,7.502
Brazil,BRA,2021,8.366
Brazil,BRA,2022,7.539
Brazil,BRA,2023,7.077
Brazil,BRA,2024,7.068
British Virgin Islands,VGB,2016,5.788
British Virgin Islands,VGB,2017,5.639
British Virgin Islands,VGB,2018,5.326
British Virgin Islands,VGB,2019,5.724
British Virgin Islands,VGB,2020,5.791
British Virgin Islands,VGB,2021,7.038
British Virgin Islands,VGB,2022,5.908
British Virgin Islands,VGB,2023,5.972
British Virgin Islands,VGB,2024,6.049
Brunei Darussalam,BRN,2016,4.381
Brunei Darussalam,BRN,2017,4.509
Brunei Darussalam,BRN,2018,4.641
Brunei Darussalam,BRN,2019,4.779
Brunei Darussalam,BRN,2020,4.922
Brunei Darussalam,BRN,2021,5.238
Brunei Darussalam,BRN,2022,6.559
Brunei Darussalam,BRN,2023,5.23
Brunei Darussalam,BRN,2024,5.335
Bulgaria,BGR,2016,15.6
Bulgaria,BGR,2017,16.1
Bulgaria,BGR,2018,16.2
Bulgaria,BGR,2019,16.3
Bulgaria,BGR,2020,19.0
Bulgaria,BGR,2021,22.9
Bulgaria,BGR,2022,18.4
Bulgaria,BGR,2023,15.7
Bulgaria,BGR,2024,15.6
Burkina Faso,BFA,2016,9.366
Burkina Faso,BFA,2017,9.077
Burkina Faso,BFA,2018,8.778
Burkina Faso,BFA,2019,8.564
Burkina Faso,BFA,2020,8.325
Burkina Faso,BFA,2021,8.435
Burkina Faso,BFA,2022,8.135
Burkina Faso,BFA,2023,7.964
Burkina Faso,BFA,2024,7.915
Burundi,BDI,2016,8.209
Burundi,BDI,2017,7.864
Burundi,BDI,2018,7.559
Burundi,BDI,2019,7.394
Burundi,BDI,2020,7.191
Burundi,BDI,2021,7.306
Burundi,BDI,2022,6.997
Burundi,BDI,2023,6.718
Burundi,BDI,2024,6.67
Cabo Verde,CPV,2016,5.15
Cabo Verde,CPV,2017,5.115
Cabo Verde,CPV,2018,5.162
Cabo Verde,CPV,2019,5.004
Cabo Verde,CPV,2020,5.886
Cabo Verde,CPV,2021,5.648
Cabo Verde,CPV,2022,5.004
Cabo Verde,CPV,2023,5.059
Cabo Verde,CPV,2024,5.096
Cambodia,KHM,2016,6.033
Cambodia,KHM,2017,6.067
Cambodia,KHM,2018,6.126
Cambodia,KHM,2019,6.189
Cambodia,KHM,2020,6.341
Cambodia,KHM,2021,6.827
Cambodia,KHM,2022,6.323
Cambodia,KHM,2023,6.39
Cambodia,KHM,2024,6.454
Cameroon,CMR,2016,8.908
Cameroon,CMR,2017,8.65
Cameroon,CMR,2018,8.431
Cameroon,CMR,2019,8.163
Cameroon,CMR,2020,8.107
Cameroon,CMR,2021,8.258
Cameroon,CMR,2022,7.673
Cameroon,CMR,2023,7.151
Cameroon,CMR,2024,7.032
Canada,CAN,2016,7.4
Canada,CAN,2017,7.6
Canada,CAN,2018,7.7
Canada,CAN,2019,7.6
Canada,CAN,2020,8.1
Canada,CAN,2021,8.2
Canada,CAN,2022,8.7
Canada,CAN,2023,8.2
Canada,CAN,2024,7.9
Cayman Islands,CYM,2016,4.723
Cayman Islands,CYM,2017,4.735
Cayman Islands,CYM,2018,4.767
Cayman Islands,CYM,2019,4.809
Cayman Islands,CYM,2020,4.873
Cayman Islands,CYM,2021,4.984
Cayman Islands,CYM,2022,4.82
Cayman Islands,CYM,2023,4.801
Cayman Islands,CYM,2024,4.863
Central African Republic,CAF,2016,13.177
Central African Republic,CAF,2017,16.943
Central African Republic,CAF,2018,12.403
Central African Republic,CAF,2019,30.25
Central African Republic,CAF,2020,13.259
Central African Republic,CAF,2021,20.89
Central African Republic,CAF,2022,55.126
Central African Republic,CAF,2023,9.419
Central African Republic,CAF,2024,9.379
Chad,TCD,2016,13.548
Chad,TCD,2017,13.277
Chad,TCD,2018,12.857
Chad,TCD,2019,12.519
Chad,TCD,2020,12.328
Chad,TCD,2021,12.162
Chad,TCD,2022,11.486
Chad,TCD,2023,11.032
Chad,TCD,2024,11.08
Channel Islands,CHI,2016,9.2
Channel Islands,CHI,2017,9.5
Channel Islands,CHI,2018,9.6
Channel Islands,CHI,2019,9.7
Channel Islands,CHI,2020,10.2
Channel Islands,CHI,2021,10.9
Channel Islands,CHI,2022,10.3
Channel Islands,CHI,2023,10.4
Channel Islands,CHI,2024,10.4
Chile,CHL,2016,6.086
Chile,CHL,2017,6.037
Chile,CHL,2018,6.196
Chile,CHL,2019,6.46
Chile,CHL,2020,7.393
Chile,CHL,2021,7.655
Chile,CHL,2022,7.573
Chile,CHL,2023,6.495
Chile,CHL,2024,6.58
China,CHN,2016,7.04
China,CHN,2017,7.06
China,CHN,2018,7.08
China,CHN,2019,7.09
China,CHN,2020,7.07
China,CHN,2021,7.18
China,CHN,2022,7.37
China,CHN,2023,7.87
China,CHN,2024,7.76
Colombia,COL,2016,5.31
Colombia,COL,2017,5.315
Colombia,COL,2018,5.35
Colombia,COL,2019,5.38
Colombia,COL,2020,6.621
Colombia,COL,2021,7.869
Colombia,COL,2022,5.881
Colombia,COL,2023,5.398
Colombia,COL,2024,5.466
Comoros,COM,2016,7.943
Comoros,COM,2017,7.828
Comoros,COM,2018,7.733
Comoros,COM,2019,7.644
Comoros,COM,2020,7.662
Comoros,COM,2021,7.932
Comoros,COM,2022,7.3
Comoros,COM,2023,7.196
Comoros,COM,2024,7.123
"Congo, Dem. Rep.",COD,2016,10.076
"Congo, Dem. Rep.",COD,2017,9.867
"Congo, Dem. Rep.",COD,2018,9.647
"Congo, Dem. Rep.",COD,2019,9.46
"Congo, Dem. Rep.",COD,2020,9.31
"Congo, Dem. Rep.",COD,2021,9.38
"Congo, Dem. Rep.",COD,2022,8.93
"Congo, Dem. Rep.",COD,2023,8.525
"Congo, Dem. Rep.",COD,2024,8.424
"Congo, Rep.",COG,2016,7.026
"Congo, Rep.",COG,2017,6.881
"Congo, Rep.",COG,2018,6.758
"Congo, Rep.",COG,2019,7.344
"Congo, Rep.",COG,2020,6.798
"Congo, Rep.",COG,2021,6.897
"Congo, Rep.",COG,2022,6.571
"Congo, Rep.",COG,2023,6.288
"Congo, Rep.",COG,2024,6.241
Costa Rica,CRI,2016,4.822
Costa Rica,CRI,2017,4.964
Costa Rica,CRI,2018,5.056
Costa Rica,CRI,2019,5.124
Costa Rica,CRI,2020,5.573
Costa Rica,CRI,2021,6.567
Costa Rica,CRI,2022,6.106
Costa Rica,CRI,2023,5.457
Costa Rica,CRI,2024,5.566
Cote d'Ivoire,CIV,2016,9.437
Cote d'Ivoire,CIV,2017,9.103
Cote d'Ivoire,CIV,2018,8.776
Cote d'Ivoire,CIV,2019,8.492
Cote d'Ivoire,CIV,2020,8.493
Cote d'Ivoire,CIV,2021,8.378
Cote d'Ivoire,CIV,2022,7.816
Cote d'Ivoire,CIV,2023,7.66
Cote d'Ivoire,CIV,2024,7.607
Croatia,HRV,2016,12.6
Croatia,HRV,2017,13.2
Croatia,HRV,2018,13.2
Croatia,HRV,2019,13.1
Croatia,HRV,2020,14.6
Croatia,HRV,2021,16.2
Croatia,HRV,2022,14.8
Croatia,HRV,2023,13.3
Croatia,HRV,2024,13.2
Cuba,CUB,2016,9.44
Cuba,CUB,2017,9.91
Cuba,CUB,2018,9.866
Cuba,CUB,2019,10.047
Cuba,CUB,2020,10.403
Cuba,CUB,2021,15.253
Cuba,CUB,2022,10.286
Cuba,CUB,2023,10.147
Cuba,CUB,2024,10.375
Curacao,CUW,2016,9.3
Curacao,CUW,2017,8.9
Curacao,CUW,2018,8.8
Curacao,CUW,2019,8.8
Curacao,CUW,2020,9.3
Curacao,CUW,2021,11.0
Curacao,CUW,2022,10.3
Curacao,CUW,2023,9.8
Curacao,CUW,2024,10.1
Cyprus,CYP,2016,6.135
Cyprus,CYP,2017,6.309
Cyprus,CYP,2018,6.382
Cyprus,CYP,2019,6.6
Cyprus,CYP,2020,6.668
Cyprus,CYP,2021,7.209
Cyprus,CYP,2022,7.693
Cyprus,CYP,2023,7.063
Cyprus,CYP,2024,7.016
Czechia,CZE,2016,10.2
Czechia,CZE,2017,10.5
Czechia,CZE,2018,10.6
Czechia,CZE,2019,10.5
Czechia,CZE,2020,12.1
Czechia,CZE,2021,13.3
Czechia,CZE,2022,11.3
Czechia,CZE,2023,10.4
Czechia,CZE,2024,10.3
Denmark,DNK,2016,9.2
Denmark,DNK,2017,9.2
Denmark,DNK,2018,9.5
Denmark,DNK,2019,9.3
Denmark,DNK,2020,9.4
Denmark,DNK,2021,9.8
Denmark,DNK,2022,10.1
Denmark,DNK,2023,9.8
Denmark,DNK,2024,9.5
Djibouti,DJI,2016,8.007
Djibouti,DJI,2017,7.921
Djibouti,DJI,2018,7.83
Djibouti,DJI,2019,7.797
Djibouti,DJI,2020,8.033
Djibouti,DJI,2021,8.327
Djibouti,DJI,2022,7.544
Djibouti,DJI,2023,7.456
Djibouti,DJI,2024,7.487
Dominica,DMA,2016,10.374
Dominica,DMA,2017,13.626
Dominica,DMA,2018,12.517
Dominica,DMA,2019,12.611
Dominica,DMA,2020,12.706
Dominica,DMA,2021,14.31
Dominica,DMA,2022,12.908
Dominica,DMA,2023,12.763
Dominica,DMA,2024,12.623
Dominican Republic,DOM,2016,5.876
Dominican Republic,DOM,2017,5.8
Dominican Republic,DOM,2018,5.857
Dominican Republic,DOM,2019,6.132
Dominican Republic,DOM,2020,6.474
Dominican Republic,DOM,2021,6.986
Dominican Republic,DOM,2022,5.899
Dominican Republic,DOM,2023,6.25
Dominican Republic,DOM,2024,6.249
Ecuador,ECU,2016,5.005
Ecuador,ECU,2017,5.066
Ecuador,ECU,2018,4.648
Ecuador,ECU,2019,4.753
Ecuador,ECU,2020,7.474
Ecuador,ECU,2021,7.108
Ecuador,ECU,2022,5.363
Ecuador,ECU,2023,5.128
Ecuador,ECU,2024,5.207
"Egypt, Arab Rep.",EGY,2016,5.707
"Egypt, Arab Rep.",EGY,2017,5.628
"Egypt, Arab Rep.",EGY,2018,5.533
"Egypt, Arab Rep.",EGY,2019,5.477
"Egypt, Arab Rep.",EGY,2020,6.407
"Egypt, Arab Rep.",EGY,2021,7.036
"Egypt, Arab Rep.",EGY,2022,5.675
"Egypt, Arab Rep.",EGY,2023,5.461
"Egypt, Arab Rep.",EGY,2024,5.506
El Salvador,SLV,2016,7.449
El Salvador,SLV,2017,7.494
El Salvador,SLV,2018,7.437
El Salvador,SLV,2019,7.439
El Salvador,SLV,2020,8.565
El Salvador,SLV,2021,8.712
El Salvador,SLV,2022,7.459
El Salvador,SLV,2023,7.519
El Salvador,SLV,2024,7.47
Equatorial Guinea,GNQ,2016,9.14
Equatorial Guinea,GNQ,2017,8.915
Equatorial Guinea,GNQ,2018,8.686
Equatorial Guinea,GNQ,2019,8.496
Equatorial Guinea,GNQ,2020,8.633
Equatorial Guinea,GNQ,2021,8.438
Equatorial Guinea,GNQ,2022,8.015
Equatorial Guinea,GNQ,2023,7.878
Equatorial Guinea,GNQ,2024,7.851
Eritrea,ERI,2016,6.729
Eritrea,ERI,2017,6.604
Eritrea,ERI,2018,6.484
Eritrea,ERI,2019,6.413
Eritrea,ERI,2020,6.582
Eritrea,ERI,2021,6.612
Eritrea,ERI,2022,6.319
Eritrea,ERI,2023,6.047
Eritrea,ERI,2024,5.995
Estonia,EST,2016,11.7
Estonia,EST,2017,11.8
Estonia,EST,2018,11.9
Estonia,EST,2019,11.6
Estonia,EST,2020,11.9
Estonia,EST,2021,14.0
Estonia,EST,2022,12.8
Estonia,EST,2023,11.7
Estonia,EST,2024,11.5
Eswatini,SWZ,2016,10.891
Eswatini,SWZ,2017,10.281
Eswatini,SWZ,2018,9.822
Eswatini,SWZ,2019,9.372
Eswatini,SWZ,2020,9.545
Eswatini,SWZ,2021,10.607
Eswatini,SWZ,2022,8.1
Eswatini,SWZ,2023,7.7
Eswatini,SWZ,2024,7.731
Ethiopia,ETH,2016,6.999
Ethiopia,ETH,2017,6.786
Ethiopia,ETH,2018,6.631
Ethiopia,ETH,2019,6.481
Ethiopia,ETH,2020,6.403
Ethiopia,ETH,2021,6.638
Ethiopia,ETH,2022,6.093
Ethiopia,ETH,2023,5.96
Ethiopia,ETH,2024,5.879
Faroe Islands,FRO,2016,7.666
Faroe Islands,FRO,2017,8.938
Faroe Islands,FRO,2018,7.748
Faroe Islands,FRO,2019,7.974
Faroe Islands,FRO,2020,6.996
Faroe Islands,FRO,2021,8.087
Faroe Islands,FRO,2022,9.058
Faroe Islands,FRO,2023,7.639
Faroe Islands,FRO,2024,8.203
Fiji,FJI,2016,8.792
Fiji,FJI,2017,8.695
Fiji,FJI,2018,8.939
Fiji,FJI,2019,9.092
Fiji,FJI,2020,9.286
Fiji,FJI,2021,11.157
Fiji,FJI,2022,9.299
Fiji,FJI,2023,9.255
Fiji,FJI,2024,9.511
Finland,FIN,2016,9.8
Finland,FIN,2017,9.8
Finland,FIN,2018,9.9
Finland,FIN,2019,9.8
Finland,FIN,2020,10.0
Finland,FIN,2021,10.4
Finland,FIN,2022,11.4
Finland,FIN,2023,11.0
Finland,FIN,2024,10.4
France,FRA,2016,8.9
France,FRA,2017,9.1
France,FRA,2018,9.1
France,FRA,2019,9.1
France,FRA,2020,9.9
France,FRA,2021,9.8
France,FRA,2022,9.9
France,FRA,2023,9.4
France,FRA,2024,9.4
French Polynesia,PYF,2016,3.175
French Polynesia,PYF,2017,3.225
French Polynesia,PYF,2018,3.292
French Polynesia,PYF,2019,3.369
French Polynesia,PYF,2020,3.812
French Polynesia,PYF,2021,5.245
French Polynesia,PYF,2022,3.529
French Polynesia,PYF,2023,3.649
French Polynesia,PYF,2024,3.808
Gabon,GAB,2016,7.024
Gabon,GAB,2017,6.918
Gabon,GAB,2018,6.817
Gabon,GAB,2019,6.693
Gabon,GAB,2020,6.831
Gabon,GAB,2021,6.802
Gabon,GAB,2022,6.519
Gabon,GAB,2023,6.269
Gabon,GAB,2024,6.226
"Gambia, The",GMB,2016,7.288
"Gambia, The",GMB,2017,7.123
"Gambia, The",GMB,2018,6.964
"Gambia, The",GMB,2019,6.807
"Gambia, The",GMB,2020,6.797
"Gambia, The",GMB,2021,7.01
"Gambia, The",GMB,2022,6.635
"Gambia, The",GMB,2023,6.292
"Gambia, The",GMB,2024,6.249
Georgia,GEO,2016,12.774
Georgia,GEO,2017,12.654
Georgia,GEO,2018,12.078
Georgia,GEO,2019,12.081
Georgia,GEO,2020,12.963
Georgia,GEO,2021,15.342
Georgia,GEO,2022,12.211
